path,category,category_score,canon_match,canon_similarity
Raw/190_judgement.png,a crude hand-drawn stick-figure comic strip panel,0.2963,funnyguycomics/static/comics/001_the_funny_guy.png,0.7924
Raw/030_sunglasses_so_cool_they_kill_you.psd,a crude hand-drawn stick-figure comic strip panel,0.3141,funnyguycomics/static/comics/001_the_funny_guy.png,0.7924
Raw/316_xbox_live.png,a crude hand-drawn stick-figure comic strip panel,0.3009,funnyguycomics/static/comics/001_the_funny_guy.png,0.7923
Raw/159_road_rash.psd,a crude hand-drawn stick-figure comic strip panel,0.3024,funnyguycomics/static/comics/001_the_funny_guy.png,0.7923
Raw/212_beach_day.png,a crude hand-drawn stick-figure comic strip panel,0.3034,funnyguycomics/static/comics/001_the_funny_guy.png,0.792
Raw/144_snippets.png,a crude hand-drawn stick-figure comic strip panel,0.3018,funnyguycomics/static/comics/001_the_funny_guy.png,0.7918
Raw/141_steroids.psd,a crude hand-drawn stick-figure comic strip panel,0.3217,funnyguycomics/static/comics/001_the_funny_guy.png,0.7918
Raw/269_we_slop_the_slop_where_slop_is_due.psd,a crude hand-drawn stick-figure comic strip panel,0.3175,funnyguycomics/static/comics/001_the_funny_guy.png,0.7918
Raw/242_space_cowboys.png,a crude hand-drawn stick-figure comic strip panel,0.2978,funnyguycomics/static/comics/001_the_funny_guy.png,0.7916
Scans/321_edit.png,a crude hand-drawn stick-figure comic strip panel,0.2854,funnyguycomics/static/comics/001_the_funny_guy.png,0.7916
Raw/316_xbox_live.psd,a crude hand-drawn stick-figure comic strip panel,0.301,funnyguycomics/static/comics/001_the_funny_guy.png,0.7915
Raw/274_snowcones.png,a crude hand-drawn stick-figure comic strip panel,0.3008,funnyguycomics/static/comics/001_the_funny_guy.png,0.7914
Raw/101_humiliation.psd,a crude hand-drawn stick-figure comic strip panel,0.2948,funnyguycomics/static/comics/001_the_funny_guy.png,0.7914
Raw/212_beach_day.psd,a crude hand-drawn stick-figure comic strip panel,0.3029,funnyguycomics/static/comics/001_the_funny_guy.png,0.7914
Raw/260_mobile_gaming.psd,a crude hand-drawn stick-figure comic strip panel,0.305,funnyguycomics/static/comics/001_the_funny_guy.png,0.7913
452345234523.png,a 16-bit pixel art RPG character sprite sheet,0.2747,funnyguyrpg/CharSet/fg2.png,0.7912
Raw/189_surge_vs_the_yeti.png,a crude hand-drawn stick-figure comic strip panel,0.3124,funnyguycomics/static/comics/001_the_funny_guy.png,0.7912
Raw/242_space_cowboys.psd,a crude hand-drawn stick-figure comic strip panel,0.2978,funnyguycomics/static/comics/001_the_funny_guy.png,0.7912
RPG_RT/Battle/Death.png,a 16-bit pixel art RPG character sprite sheet,0.2973,funnyguyrpg/CharSet/FG-GrayCharas.png,0.7911
Raw/292_moose_huntin_act_ii.png,a crude hand-drawn stick-figure comic strip panel,0.2742,funnyguycomics/static/comics/001_the_funny_guy.png,0.791
Raw/089_do_not_swallow.png,a crude hand-drawn stick-figure comic strip panel,0.3091,funnyguycomics/static/comics/001_the_funny_guy.png,0.7909
Raw/159_road_rash.png,a crude hand-drawn stick-figure comic strip panel,0.3021,funnyguycomics/static/comics/001_the_funny_guy.png,0.7908
RPG_RT/ChipSet/DH-Caverns.png,a 16-bit pixel art RPG character sprite sheet,0.2348,funnyguyrpg/CharSet/FG-GrayCharas.png,0.7907
Raw/190_judgement.psd,a crude hand-drawn stick-figure comic strip panel,0.2967,funnyguycomics/static/comics/001_the_funny_guy.png,0.7907
Raw/170_star_warz_ii_.psd,a crude hand-drawn stick-figure comic strip panel,0.2829,funnyguycomics/static/comics/001_the_funny_guy.png,0.7904
Raw/141_steroids.png,a crude hand-drawn stick-figure comic strip panel,0.3227,funnyguycomics/static/comics/001_the_funny_guy.png,0.7901
Raw/201_overkill.png,a crude hand-drawn stick-figure comic strip panel,0.2966,funnyguycomics/static/comics/001_the_funny_guy.png,0.7901
Raw/144_snippets.psd,a crude hand-drawn stick-figure comic strip panel,0.3005,funnyguycomics/static/comics/001_the_funny_guy.png,0.79
Raw/034_sharpeye.psd,a crude hand-drawn stick-figure comic strip panel,0.302,funnyguycomics/static/comics/001_the_funny_guy.png,0.7899
Raw/090_joke_time.png,a crude hand-drawn stick-figure comic strip panel,0.2768,funnyguycomics/static/comics/001_the_funny_guy.png,0.7898
Funny Guy Sketches (3)2025_04_22_0056.png,a crude hand-drawn stick-figure comic strip panel,0.2888,funnyguycomics/static/comics/001_the_funny_guy.png,0.7895
Raw/222_timetravel_fg_vs_repair_man.png,a crude hand-drawn stick-figure comic strip panel,0.3055,funnyguycomics/static/comics/001_the_funny_guy.png,0.7894
Raw/274_snowcones.psd,a crude hand-drawn stick-figure comic strip panel,0.3017,funnyguycomics/static/comics/001_the_funny_guy.png,0.7894
Raw/204_even_more_commercials.png,a crude hand-drawn stick-figure comic strip panel,0.2937,funnyguycomics/static/comics/001_the_funny_guy.png,0.7893
Raw/217_space_wars.psd,a crude hand-drawn stick-figure comic strip panel,0.2953,funnyguycomics/static/comics/001_the_funny_guy.png,0.7893
Raw/302_i_like_eggs.psd,a crude hand-drawn stick-figure comic strip panel,0.2994,funnyguycomics/static/comics/001_the_funny_guy.png,0.7893
Raw/204_even_more_commercials.psd,a crude hand-drawn stick-figure comic strip panel,0.2942,funnyguycomics/static/comics/001_the_funny_guy.png,0.7892
Raw/170_star_warz_ii_.png,a crude hand-drawn stick-figure comic strip panel,0.2832,funnyguycomics/static/comics/001_the_funny_guy.png,0.789
Raw/259_care_bear_clubs_part_2.png,a crude hand-drawn stick-figure comic strip panel,0.2592,funnyguycomics/static/comics/001_the_funny_guy.png,0.789
RPG_RT/BattleCharSet/JUNIOR.png,a 16-bit pixel art RPG character sprite sheet,0.2981,funnyguyrpg/CharSet/fg2.png,0.7889
Raw/034_sharpeye.png,a crude hand-drawn stick-figure comic strip panel,0.3021,funnyguycomics/static/comics/001_the_funny_guy.png,0.7889
Raw/278_the_gauntlet_to_adams_birthday.png,a crude hand-drawn stick-figure comic strip panel,0.302,funnyguycomics/static/comics/001_the_funny_guy.png,0.7889
RPG_RT/CharSet/FG-Characters.psd,a 16-bit pixel art RPG character sprite sheet,0.2866,funnyguyrpg/CharSet/FG-GrayCharas.png,0.7887
Raw/089_do_not_swallow.psd,a crude hand-drawn stick-figure comic strip panel,0.3082,funnyguycomics/static/comics/001_the_funny_guy.png,0.7887
Raw/149_its_time.png,a crude hand-drawn stick-figure comic strip panel,0.2941,funnyguycomics/static/comics/001_the_funny_guy.png,0.7886
Raw/090_joke_time.psd,a crude hand-drawn stick-figure comic strip panel,0.2761,funnyguycomics/static/comics/001_the_funny_guy.png,0.7886
RPG_RT/CharSet/object1.png,a 16-bit pixel art RPG character sprite sheet,0.2723,funnyguyrpg/CharSet/FG-GrayCharas.png,0.7885
Raw/201_overkill.psd,a crude hand-drawn stick-figure comic strip panel,0.2977,funnyguycomics/static/comics/001_the_funny_guy.png,0.7885
Raw/278_the_gauntlet_to_adams_birthday.psd,a crude hand-drawn stick-figure comic strip panel,0.3027,funnyguycomics/static/comics/001_the_funny_guy.png,0.7885
Raw/091_into_the_desert.psd,a crude hand-drawn stick-figure comic strip panel,0.3086,funnyguycomics/static/comics/001_the_funny_guy.png,0.7882
Books/SchoolKids_#2.png,a crude hand-drawn stick-figure comic strip panel,0.2937,funnyguycomics/static/comics/001_the_funny_guy.png,0.788
Raw/314_something_more.psd,a crude hand-drawn stick-figure comic strip panel,0.297,funnyguycomics/static/comics/001_the_funny_guy.png,0.788
Raw/259_care_bear_clubs_part_2.psd,a crude hand-drawn stick-figure comic strip panel,0.2567,funnyguycomics/static/comics/001_the_funny_guy.png,0.7878
Raw/077_mobbed.png,a crude hand-drawn stick-figure comic strip panel,0.3181,funnyguycomics/static/comics/001_the_funny_guy.png,0.7877
Raw/130_transparent_disco_clothes.png,a crude hand-drawn stick-figure comic strip panel,0.3076,funnyguycomics/static/comics/001_the_funny_guy.png,0.7872
Raw/238_moose_huntin.png,a crude hand-drawn stick-figure comic strip panel,0.272,funnyguycomics/static/comics/001_the_funny_guy.png,0.787
Raw/149_its_time.psd,a crude hand-drawn stick-figure comic strip panel,0.2924,funnyguycomics/static/comics/001_the_funny_guy.png,0.787
Raw/127_the_funny_guy_show_episode_ii.png,a crude hand-drawn stick-figure comic strip panel,0.3006,funnyguycomics/static/comics/001_the_funny_guy.png,0.7867
Raw/189_surge_vs_the_yeti.psd,a crude hand-drawn stick-figure comic strip panel,0.3109,funnyguycomics/static/comics/001_the_funny_guy.png,0.7867
Voracious Predation.jpg,a crude hand-drawn stick-figure comic strip panel,0.2345,funnyguycomics/static/comics/001_the_funny_guy.png,0.7865
Books/YDR_Comic1.png,a crude hand-drawn stick-figure comic strip panel,0.2983,funnyguycomics/static/comics/001_the_funny_guy.png,0.7861
Raw/297_targets_underground_operations.png,a crude hand-drawn stick-figure comic strip panel,0.2964,funnyguycomics/static/comics/001_the_funny_guy.png,0.7861
Raw/210_juniors_berthdae.psd,a crude hand-drawn stick-figure comic strip panel,0.3006,funnyguycomics/static/comics/001_the_funny_guy.png,0.7861
RPG_RT/BattleCharSet/TARGET2.png,a 16-bit pixel art RPG character sprite sheet,0.2656,funnyguyrpg/CharSet/fg2.png,0.7859
Raw/077_mobbed.psd,a crude hand-drawn stick-figure comic strip panel,0.3174,funnyguycomics/static/comics/001_the_funny_guy.png,0.7857
Raw/130_transparent_disco_clothes.psd,a crude hand-drawn stick-figure comic strip panel,0.3066,funnyguycomics/static/comics/001_the_funny_guy.png,0.7857
Raw/191_the_hermit_of_the_hills.psd,a crude hand-drawn stick-figure comic strip panel,0.2975,funnyguycomics/static/comics/001_the_funny_guy.png,0.7857
"Scan270, March 07, 2005.gif",a crude hand-drawn stick-figure comic strip panel,0.2706,funnyguycomics/static/comics/001_the_funny_guy.png,0.7856
"Scans/Scan270, March 07, 2005.gif",a crude hand-drawn stick-figure comic strip panel,0.2706,funnyguycomics/static/comics/001_the_funny_guy.png,0.7856
Raw/314_something_more.png,a crude hand-drawn stick-figure comic strip panel,0.2975,funnyguycomics/static/comics/001_the_funny_guy.png,0.7854
Raw/238_moose_huntin.psd,a crude hand-drawn stick-figure comic strip panel,0.2711,funnyguycomics/static/comics/001_the_funny_guy.png,0.7854
RPG_RT/Battle/healing1.png,a 16-bit pixel art RPG character sprite sheet,0.2473,funnyguyrpg/FaceSet/fgs.png,0.7852
YkTTR.jpg,a crude hand-drawn stick-figure comic strip panel,0.2843,funnyguycomics/static/comics/001_the_funny_guy.png,0.7852
RPG_RT/CharSet/DH-Effects.png,a 16-bit pixel art RPG character sprite sheet,0.3065,funnyguyrpg/CharSet/FG-GrayCharas.png,0.785
Raw/217_space_wars.png,a crude hand-drawn stick-figure comic strip panel,0.2951,funnyguycomics/static/comics/001_the_funny_guy.png,0.785
Raw/056_bomb_bash.psd,a crude hand-drawn stick-figure comic strip panel,0.3121,funnyguycomics/static/comics/001_the_funny_guy.png,0.785
Raw/056_bomb_bash.png,a crude hand-drawn stick-figure comic strip panel,0.3132,funnyguycomics/static/comics/001_the_funny_guy.png,0.7845
Raw/019_gas.png,a crude hand-drawn stick-figure comic strip panel,0.3044,funnyguycomics/static/comics/001_the_funny_guy.png,0.7841
Raw/192_attack_of_the_drones_pg8.png,a crude hand-drawn stick-figure comic strip panel,0.2975,funnyguycomics/static/comics/001_the_funny_guy.png,0.7841
Raw/262_hands_free_ownage.psd,a crude hand-drawn stick-figure comic strip panel,0.3106,funnyguycomics/static/comics/001_the_funny_guy.png,0.7839
Raw/206_wrath_of_the_easter_bunny.png,a crude hand-drawn stick-figure comic strip panel,0.308,funnyguycomics/static/comics/001_the_funny_guy.png,0.7837
Raw/210_juniors_berthdae.png,a crude hand-drawn stick-figure comic strip panel,0.3007,funnyguycomics/static/comics/001_the_funny_guy.png,0.7835
Raw/292_moose_huntin_act_ii.psd,a crude hand-drawn stick-figure comic strip panel,0.2734,funnyguycomics/static/comics/001_the_funny_guy.png,0.7835
Raw/297_targets_underground_operations.psd,a crude hand-drawn stick-figure comic strip panel,0.2966,funnyguycomics/static/comics/001_the_funny_guy.png,0.7834
Raw/262_hands_free_ownage.png,a crude hand-drawn stick-figure comic strip panel,0.3119,funnyguycomics/static/comics/001_the_funny_guy.png,0.7832
Raw/091_into_the_desert.png,a crude hand-drawn stick-figure comic strip panel,0.3076,funnyguycomics/static/comics/001_the_funny_guy.png,0.7831
Raw/057_rollercoaster.png,a crude hand-drawn stick-figure comic strip panel,0.3159,funnyguycomics/static/comics/001_the_funny_guy.png,0.783
Raw/138_awkwardness.png,a crude hand-drawn stick-figure comic strip panel,0.3062,funnyguycomics/static/comics/001_the_funny_guy.png,0.7829
Art/RM_stick.gif,a crude hand-drawn stick-figure comic strip panel,0.2778,funnyguycomics/static/comics/001_the_funny_guy.png,0.7827
"Scan294, March 07, 2005.gif",a crude hand-drawn stick-figure comic strip panel,0.2877,funnyguycomics/static/comics/001_the_funny_guy.png,0.7826
"Scans/Scan294, March 07, 2005.gif",a crude hand-drawn stick-figure comic strip panel,0.2877,funnyguycomics/static/comics/001_the_funny_guy.png,0.7826
RPG_RT/CharSet/FX-Sparkle-13.png,a 16-bit pixel art RPG character sprite sheet,0.2772,funnyguyrpg/CharSet/FG-GrayCharas.png,0.7825
001.psd,a crude hand-drawn stick-figure comic strip panel,0.2999,funnyguycomics/static/comics/001_the_funny_guy.png,0.7825
Raw/252_free_cheap_junk.png,a crude hand-drawn stick-figure comic strip panel,0.3097,funnyguycomics/static/comics/001_the_funny_guy.png,0.782
Raw/206_wrath_of_the_easter_bunny.psd,a crude hand-drawn stick-figure comic strip panel,0.3076,funnyguycomics/static/comics/001_the_funny_guy.png,0.7819
Raw/104_butt_kicked.png,a crude hand-drawn stick-figure comic strip panel,0.3094,funnyguycomics/static/comics/001_the_funny_guy.png,0.7817
Raw/109_outnumbered.png,a crude hand-drawn stick-figure comic strip panel,0.3155,funnyguycomics/static/comics/001_the_funny_guy.png,0.7815
Raw/191_the_hermit_of_the_hills.png,a crude hand-drawn stick-figure comic strip panel,0.2989,funnyguycomics/static/comics/001_the_funny_guy.png,0.7811
Raw/057_rollercoaster.psd,a crude hand-drawn stick-figure comic strip panel,0.3148,funnyguycomics/static/comics/001_the_funny_guy.png,0.781
Raw/138_awkwardness.psd,a crude hand-drawn stick-figure comic strip panel,0.3049,funnyguycomics/static/comics/001_the_funny_guy.png,0.781
Raw/275_snow_powder.psd,a crude hand-drawn stick-figure comic strip panel,0.3063,funnyguycomics/static/comics/001_the_funny_guy.png,0.7803
Raw/164_saving_repair_man.psd,a crude hand-drawn stick-figure comic strip panel,0.2892,funnyguycomics/static/comics/001_the_funny_guy.png,0.7802
Raw/228_to_bomb_saddam.psd,a crude hand-drawn stick-figure comic strip panel,0.3038,funnyguycomics/static/comics/001_the_funny_guy.png,0.78
Raw/192_attack_of_the_drones_pg8.psd,a crude hand-drawn stick-figure comic strip panel,0.2973,funnyguycomics/static/comics/001_the_funny_guy.png,0.7794
Raw/239_survivor_trashcan_pg2.png,a crude hand-drawn stick-figure comic strip panel,0.292,funnyguycomics/static/comics/001_the_funny_guy.png,0.7793
Books/Nawful_#12.png,a crude hand-drawn stick-figure comic strip panel,0.2667,funnyguycomics/static/comics/001_the_funny_guy.png,0.7792
Raw/214_da_war_arena.png,a crude hand-drawn stick-figure comic strip panel,0.2928,funnyguycomics/static/comics/001_the_funny_guy.png,0.779
Raw/214_da_war_arena.psd,a crude hand-drawn stick-figure comic strip panel,0.2925,funnyguycomics/static/comics/001_the_funny_guy.png,0.779
Raw/164_saving_repair_man.png,a crude hand-drawn stick-figure comic strip panel,0.2898,funnyguycomics/static/comics/001_the_funny_guy.png,0.7789
Raw/213_ac_war.psd,a crude hand-drawn stick-figure comic strip panel,0.3086,funnyguycomics/static/comics/001_the_funny_guy.png,0.7789
Raw/213_ac_war.png,a crude hand-drawn stick-figure comic strip panel,0.3085,funnyguycomics/static/comics/001_the_funny_guy.png,0.7788
Raw/275_snow_powder.png,a crude hand-drawn stick-figure comic strip panel,0.3071,funnyguycomics/static/comics/001_the_funny_guy.png,0.7788
Raw/271_old_faithful.png,a crude hand-drawn stick-figure comic strip panel,0.3067,funnyguycomics/static/comics/001_the_funny_guy.png,0.7787
Raw/104_butt_kicked.psd,a crude hand-drawn stick-figure comic strip panel,0.3095,funnyguycomics/static/comics/001_the_funny_guy.png,0.7787
Raw/192_5.psd,a crude hand-drawn stick-figure comic strip panel,0.296,funnyguycomics/static/comics/001_the_funny_guy.png,0.7786
Raw/223_beach_campin.psd,a crude hand-drawn stick-figure comic strip panel,0.3113,funnyguycomics/static/comics/001_the_funny_guy.png,0.7786
"Scan290, March 07, 2005.gif",a crude hand-drawn stick-figure comic strip panel,0.2704,funnyguycomics/static/comics/001_the_funny_guy.png,0.7785
"Scans/Scan290, March 07, 2005.gif",a crude hand-drawn stick-figure comic strip panel,0.2704,funnyguycomics/static/comics/001_the_funny_guy.png,0.7785
Raw/178_to_the_bahamas.psd,a crude hand-drawn stick-figure comic strip panel,0.3042,funnyguycomics/static/comics/001_the_funny_guy.png,0.7783
Raw/046_finale.psd,a crude hand-drawn stick-figure comic strip panel,0.3052,funnyguycomics/static/comics/001_the_funny_guy.png,0.7778
Raw/181_looks_like_a_luxury.psd,a crude hand-drawn stick-figure comic strip panel,0.3076,funnyguycomics/static/comics/001_the_funny_guy.png,0.7776
Raw/109_outnumbered.psd,a crude hand-drawn stick-figure comic strip panel,0.3135,funnyguycomics/static/comics/001_the_funny_guy.png,0.7774
Raw/252_free_cheap_junk.psd,a crude hand-drawn stick-figure comic strip panel,0.3078,funnyguycomics/static/comics/001_the_funny_guy.png,0.7774
Raw/228_to_bomb_saddam.png,a crude hand-drawn stick-figure comic strip panel,0.3037,funnyguycomics/static/comics/001_the_funny_guy.png,0.7773
Raw/239_survivor_trashcan_pg2.psd,a crude hand-drawn stick-figure comic strip panel,0.2909,funnyguycomics/static/comics/001_the_funny_guy.png,0.7773
RPG_RT/CharSet/DH-Objects2.png,a 16-bit pixel art RPG character sprite sheet,0.2991,funnyguyrpg/CharSet/FG-GrayCharas.png,0.7771
Raw/032_the_war.png,a crude hand-drawn stick-figure comic strip panel,0.2975,funnyguycomics/static/comics/001_the_funny_guy.png,0.7771
Raw/148_boxing_match.png,a crude hand-drawn stick-figure comic strip panel,0.296,funnyguycomics/static/comics/001_the_funny_guy.png,0.7771
Raw/271_old_faithful.psd,a crude hand-drawn stick-figure comic strip panel,0.3066,funnyguycomics/static/comics/001_the_funny_guy.png,0.7771
FGC0007.png,a crude hand-drawn stick-figure comic strip panel,0.2976,funnyguycomics/static/comics/001_the_funny_guy.png,0.7768
big_fg.psd,a pencil or pen sketch of a cartoon character,0.2623,funnyguyrpg/FaceSet/fgs.png,0.7768
Raw/223_beach_campin.png,a crude hand-drawn stick-figure comic strip panel,0.3117,funnyguycomics/static/comics/001_the_funny_guy.png,0.7767
Raw/087_wee_wee.psd,a crude hand-drawn stick-figure comic strip panel,0.2829,funnyguycomics/static/comics/001_the_funny_guy.png,0.7766
Raw/035_court.psd,a crude hand-drawn stick-figure comic strip panel,0.3189,funnyguycomics/static/comics/001_the_funny_guy.png,0.7764
Raw/035_court.png,a crude hand-drawn stick-figure comic strip panel,0.3197,funnyguycomics/static/comics/001_the_funny_guy.png,0.7763
Raw/181_looks_like_a_luxury.png,a crude hand-drawn stick-figure comic strip panel,0.3082,funnyguycomics/static/comics/001_the_funny_guy.png,0.7763
Books/Anti-Drug Campaign - Funny Guy Comics (1).png,a crude hand-drawn stick-figure comic strip panel,0.2736,funnyguycomics/static/comics/001_the_funny_guy.png,0.7761
Raw/163_yield_to_spedestrians.psd,a crude hand-drawn stick-figure comic strip panel,0.2928,funnyguycomics/static/comics/001_the_funny_guy.png,0.7758
Raw/163_yield_to_spedestrians.png,a crude hand-drawn stick-figure comic strip panel,0.2937,funnyguycomics/static/comics/001_the_funny_guy.png,0.7756
Raw/032_the_war.psd,a crude hand-drawn stick-figure comic strip panel,0.296,funnyguycomics/static/comics/001_the_funny_guy.png,0.7754
Raw/122_juniors_birthday.png,a crude hand-drawn stick-figure comic strip panel,0.3128,funnyguycomics/static/comics/001_the_funny_guy.png,0.7753
Raw/150_scrambled_eggs.png,a crude hand-drawn stick-figure comic strip panel,0.3036,funnyguycomics/static/comics/001_the_funny_guy.png,0.7753
Raw/033_yellow_snow.psd,a crude hand-drawn stick-figure comic strip panel,0.3172,funnyguycomics/static/comics/001_the_funny_guy.png,0.7753
Raw/122_juniors_birthday.psd,a crude hand-drawn stick-figure comic strip panel,0.3089,funnyguycomics/static/comics/001_the_funny_guy.png,0.7753
Raw/308_dinger.psd,a crude hand-drawn stick-figure comic strip panel,0.3148,funnyguycomics/static/comics/001_the_funny_guy.png,0.7753
RPG_RT/Battle/DH-Support2.png,a 16-bit pixel art RPG character sprite sheet,0.237,funnyguyrpg/CharSet/fg2.png,0.7752
Raw/033_yellow_snow.png,a crude hand-drawn stick-figure comic strip panel,0.3187,funnyguycomics/static/comics/001_the_funny_guy.png,0.7749
Raw/129_the_adventure_begins.psd,a crude hand-drawn stick-figure comic strip panel,0.3104,funnyguycomics/static/comics/001_the_funny_guy.png,0.7748
Books/Nawful_#3.png,a crude hand-drawn stick-figure comic strip panel,0.2766,funnyguycomics/static/comics/001_the_funny_guy.png,0.7747
Raw/178_to_the_bahamas.png,a crude hand-drawn stick-figure comic strip panel,0.3049,funnyguycomics/static/comics/001_the_funny_guy.png,0.7747
Books/AOTD_#5.png,a crude hand-drawn stick-figure comic strip panel,0.287,funnyguycomics/static/comics/001_the_funny_guy.png,0.7746
Raw/016_cheap_choppers.psd,a crude hand-drawn stick-figure comic strip panel,0.298,funnyguycomics/static/comics/001_the_funny_guy.png,0.7745
Raw/192_4.psd,a crude hand-drawn stick-figure comic strip panel,0.3033,funnyguycomics/static/comics/001_the_funny_guy.png,0.7745
tfgc192_sketch2.jpg,a crude hand-drawn stick-figure comic strip panel,0.2846,funnyguycomics/static/comics/001_the_funny_guy.png,0.7743
Raw/016_cheap_choppers.png,a crude hand-drawn stick-figure comic strip panel,0.2987,funnyguycomics/static/comics/001_the_funny_guy.png,0.7742
Raw/129_the_adventure_begins.png,a crude hand-drawn stick-figure comic strip panel,0.3112,funnyguycomics/static/comics/001_the_funny_guy.png,0.7742
RPG_RT/CharSet/FX-Magic-Glow-04.png,a 16-bit pixel art RPG character sprite sheet,0.2955,funnyguyrpg/CharSet/fg2.png,0.774
Raw/142_ultimate_stupidity.png,a crude hand-drawn stick-figure comic strip panel,0.3034,funnyguycomics/static/comics/001_the_funny_guy.png,0.774
Raw/019_gas.psd,a crude hand-drawn stick-figure comic strip panel,0.3057,funnyguycomics/static/comics/001_the_funny_guy.png,0.774
Raw/270_slop_buffet.png,a crude hand-drawn stick-figure comic strip panel,0.3157,funnyguycomics/static/comics/001_the_funny_guy.png,0.7734
RPG_RT/BattleCharSet/TIMET2.png,a 16-bit pixel art RPG character sprite sheet,0.2637,funnyguyrpg/CharSet/fg2.png,0.7731
Raw/148_boxing_match.psd,a crude hand-drawn stick-figure comic strip panel,0.2955,funnyguycomics/static/comics/001_the_funny_guy.png,0.7731
Raw/175_an_fg_christmas_carol_pg2.png,a crude hand-drawn stick-figure comic strip panel,0.3121,funnyguycomics/static/comics/001_the_funny_guy.png,0.7729
Raw/142_ultimate_stupidity.psd,a crude hand-drawn stick-figure comic strip panel,0.302,funnyguycomics/static/comics/001_the_funny_guy.png,0.7729
Raw/315_total_recall.psd,a crude hand-drawn stick-figure comic strip panel,0.3077,funnyguycomics/static/comics/001_the_funny_guy.png,0.7728
Raw/291_junk_steaks_and_gym_class.png,a crude hand-drawn stick-figure comic strip panel,0.2994,funnyguycomics/static/comics/001_the_funny_guy.png,0.7727
Raw/305_share_this_kare_bears.psd,a crude hand-drawn stick-figure comic strip panel,0.3089,funnyguycomics/static/comics/001_the_funny_guy.png,0.7727
RPG_RT/ChipSet/chipset3.png,a 16-bit pixel art RPG character sprite sheet,0.2615,funnyguyrpg/CharSet/FG-GrayCharas.png,0.7725
Raw/308_dinger.png,a crude hand-drawn stick-figure comic strip panel,0.316,funnyguycomics/static/comics/001_the_funny_guy.png,0.7725
Raw/299_soy_sauce.psd,a crude hand-drawn stick-figure comic strip panel,0.2784,funnyguycomics/static/comics/001_the_funny_guy.png,0.7723
Raw/194_commercials.png,a crude hand-drawn stick-figure comic strip panel,0.2859,funnyguycomics/static/comics/001_the_funny_guy.png,0.7722
Raw/299_soy_sauce.png,a crude hand-drawn stick-figure comic strip panel,0.2776,funnyguycomics/static/comics/001_the_funny_guy.png,0.7721
Raw/150_scrambled_eggs.psd,a crude hand-drawn stick-figure comic strip panel,0.3021,funnyguycomics/static/comics/001_the_funny_guy.png,0.7721
RPG_RT/Battle/water1.png,a 16-bit pixel art RPG character sprite sheet,0.2739,funnyguyrpg/FaceSet/fgs.png,0.7719
RPG_RT/Battle/cure1.png,a logo or user-interface graphic design,0.2446,funnyguyrpg/CharSet/fg2.png,0.7717
Raw/296_humormercials_from_oxymoron_part_2.png,a crude hand-drawn stick-figure comic strip panel,0.2996,funnyguycomics/static/comics/001_the_funny_guy.png,0.7717
Raw/315_total_recall.png,a crude hand-drawn stick-figure comic strip panel,0.3068,funnyguycomics/static/comics/001_the_funny_guy.png,0.7715
Raw/053_abandoned_schools.png,a crude hand-drawn stick-figure comic strip panel,0.3107,funnyguycomics/static/comics/001_the_funny_guy.png,0.771
Raw/291_junk_steaks_and_gym_class.psd,a crude hand-drawn stick-figure comic strip panel,0.2983,funnyguycomics/static/comics/001_the_funny_guy.png,0.771
RPG_RT/Battle/DH-SupportMagic.png,a 16-bit pixel art RPG character sprite sheet,0.2388,funnyguyrpg/CharSet/fg2.png,0.7706
Raw/192_3.psd,a crude hand-drawn stick-figure comic strip panel,0.296,funnyguycomics/static/comics/001_the_funny_guy.png,0.7706
Raw/305_share_this_kare_bears.png,a crude hand-drawn stick-figure comic strip panel,0.3086,funnyguycomics/static/comics/001_the_funny_guy.png,0.7705
Raw/270_slop_buffet.psd,a crude hand-drawn stick-figure comic strip panel,0.3155,funnyguycomics/static/comics/001_the_funny_guy.png,0.7703
Raw/295_humormercials_from_oxymoron.psd,a crude hand-drawn stick-figure comic strip panel,0.2714,funnyguycomics/static/comics/001_the_funny_guy.png,0.77
Raw/047_dinner.psd,a crude hand-drawn stick-figure comic strip panel,0.3049,funnyguycomics/static/comics/001_the_funny_guy.png,0.7699
Raw/062_3.psd,a crude hand-drawn stick-figure comic strip panel,0.3008,funnyguycomics/static/comics/001_the_funny_guy.png,0.7699
Raw/194_commercials.psd,a crude hand-drawn stick-figure comic strip panel,0.2854,funnyguycomics/static/comics/001_the_funny_guy.png,0.7698
RPG_RT/Battle/DH-FireMagic.png,a 16-bit pixel art RPG character sprite sheet,0.2891,funnyguyrpg/CharSet/FG-GrayCharas.png,0.7697
Raw/295_humormercials_from_oxymoron.png,a crude hand-drawn stick-figure comic strip panel,0.2729,funnyguycomics/static/comics/001_the_funny_guy.png,0.7696
Raw/300_repair_mans_weight_loss_challenge.png,a crude hand-drawn stick-figure comic strip panel,0.3063,funnyguycomics/static/comics/001_the_funny_guy.png,0.7696
Raw/267_the_h2_transforms.psd,a crude hand-drawn stick-figure comic strip panel,0.2975,funnyguycomics/static/comics/001_the_funny_guy.png,0.7696
Raw/296_humormercials_from_oxymoron_part_2.psd,a crude hand-drawn stick-figure comic strip panel,0.2988,funnyguycomics/static/comics/001_the_funny_guy.png,0.7694
RPG_RT/Battle/lightray.png,a logo or user-interface graphic design,0.2436,funnyguyrpg/CharSet/fg2.png,0.7692
